algorithm 1
Times	13400940	34559	81400
Times	13154303	21800	77559
Times	4061747	23079	64798
Times	3051796	21119	54080
Times	2966480	21840	56240
Times	2998160	32160	83399
Times	2788481	22280	56399
Times	2477128	21840	47839
Times	2419688	22960	49280
Times	1712538	22120	58640
Times	1632338	21560	24920
Times	1299542	21360	23559
Times	1317503	21960	23840
Times	1342380	23399	24040
Times	1332582	21759	24080
Times	1316342	21480	23799
Times	1305302	21600	24279
Times	1305941	21639	24080
Times	1328783	21840	24000
cov: 0.006422173473334975	mean: 1444.0	iteration: 18
algorithm 1
Times	13576419	38360	89599
Times	14567487	22960	72078
Times	4030469	22320	55999
Times	3056559	21560	54360
Times	2951721	22000	55318
Times	2961399	21759	79159
Times	2827243	22400	63280
Times	2521126	23800	44920
Times	2497206	27040	59559
Times	1852336	21759	24919
Times	1324622	21438	23960
Times	1332981	21879	24000
Times	1325901	21880	24160
Times	1368341	21960	23920
cov: 0.009424235501577114	mean: 1451.8	iteration: 13
algorithm 1
Times	13572218	33680	82078
Times	14336769	21520	62679
Times	3905427	22759	53078
Times	3062800	20920	52799
Times	2932799	21800	52878
Times	2986921	21239	76039
Times	2701004	22519	53400
Times	2427047	21560	41279
Times	2399049	23040	50838
Times	1801937	21279	24400
Times	1332703	21200	33600
Times	1345184	21000	22880
Times	1337102	21879	23320
Times	1390783	21559	23959
cov: 0.01588751029716412	mean: 1425.2	iteration: 13
algorithm 1
Times	13334381	34000	79198
Times	14117973	21680	70718
Times	3863907	22320	61799
Times	3061718	21800	54200
Times	2916802	22119	63480
Times	2937641	21840	71399
Times	2815042	24479	86719
Times	2499726	23001	49918
Times	2463688	23639	54799
Times	1936333	21720	47800
Times	1639058	21240	24039
Times	1330301	21360	24080
Times	1338143	21760	23519
Times	1387580	22520	25240
Times	1390702	21759	25039
Times	1352943	22360	25279
Times	1367142	22640	25040
cov: 0.01905716861644656	mean: 1480.0	iteration: 16
