algorithm 1
Times	256358668	129960	168678
Times	91092254	108238	125839
Times	89945709	102398	117837
Times	89870633	102078	122758
Times	89985868	102639	130200
Times	89862947	101518	111879
Times	89822189	102040	123158
Times	90445858	103236	118358
Times	92384516	104679	162598
cov: 0.011840719133325524	mean: 1370.4	iteration: 8
algorithm 1
Times	330744221	133637	176918
Times	91891240	109238	144238
Times	90901934	103840	122637
Times	90295263	104079	132759
Times	89947111	102319	114239
Times	90394902	109200	111477
Times	89944949	101717	115518
Times	90652461	101359	122159
Times	90305105	105199	126398
Times	90167347	91959	133079
Times	90358460	79639	138637
Times	89878310	85600	128238
Times	89919147	77240	115999
Times	92234158	79999	136558
Times	91904881	77758	117677
Times	92643913	80279	115758
Times	93032466	80158	131358
cov: 0.01864867328832395	mean: 1053.8	iteration: 16
algorithm 1
Times	256299547	133199	172400
Times	91008694	112960	147998
Times	90178026	104879	126319
Times	90047387	107917	135719
Times	90215184	109440	124717
Times	90201902	101957	115359
Times	90135949	101520	116639
Times	90352222	101319	118997
Times	91426971	105040	142479
Times	90290381	101639	123999
cov: 0.015196975194219163	mean: 1363.4	iteration: 9
algorithm 1
Times	318538263	131799	172558
Times	90944656	105879	132237
Times	90047743	105440	149157
Times	90851975	104359	124119
Times	90092227	102719	120760
Times	90182506	101560	121358
Times	89956631	101718	120077
Times	90807895	110720	117118
Times	90530096	103877	126878
Times	90229344	91360	146118
Times	90608059	82759	148199
Times	91504809	82678	140597
Times	90248145	78800	121477
Times	90116863	80957	122599
Times	90135145	97799	127037
Times	89966585	77479	111838
Times	90355302	80759	117478
Times	90263222	80040	118998
Times	90022865	78119	125677
Times	90064546	83880	133478
Times	90110066	80279	123999
Times	90079664	82519	119317
Times	90233424	78360	147198
Times	90299503	78240	119118
Times	90186943	81639	178320
Times	90179144	81959	122399
Times	90140463	78678	131958
Times	90128788	80960	123638
Times	90156582	79479	124800
cov: 0.017386619357178078	mean: 1073.4	iteration: 28
