algorithm 3
Times	9292436	531594	442793
Times	6424831	481111	423354
Times	5466126	466758	427233
Times	2139971	477235	422034
Times	1785497	489195	475753
Times	909948	490272	461752
Times	914188	483513	455954
Times	905947	528434	445193
Times	878305	480115	428434
Times	1917493	478112	420472
Times	1785059	478795	417197
Times	4515579	466076	416475
Times	1796134	493712	432675
Times	894829	463434	418875
Times	854428	471554	428074
Times	828110	476631	423835
Times	869589	359074	415874
Times	855031	246274	428513
Times	826509	151798	415114
Times	815389	159238	422793
Times	812310	153919	419554
Times	813428	145717	435474
Times	824428	134239	417794
Times	822871	132318	427995
Times	842306	118597	418436
Times	836952	118679	418677
Times	824549	118399	409955
Times	830191	118438	418954
Times	817106	118357	419956
cov: 0.0011500317880846387	mean: 1579.6	iteration: 28
algorithm 3
Times	9654268	588393	470714
Times	6700949	491195	430313
Times	5486167	469274	440877
Times	2132891	469593	435994
Times	2321128	491034	458754
Times	901987	491472	450075
Times	896312	485512	456834
Times	903147	461510	435715
Times	914348	461630	425674
Times	1776176	459791	430954
Times	1833818	480634	439515
Times	2028772	491157	469513
Times	1025587	488197	490754
Times	888269	471677	442395
Times	898108	480434	452435
cov: 0.015767516083854075	mean: 6431.8	iteration: 14
algorithm 3
Times	9805908	551312	436596
Times	6632628	515113	437433
Times	5623924	471595	442872
Times	2146531	488795	424435
Times	1548423	450354	433914
Times	861549	487833	423594
Times	827868	466473	444274
Times	966988	472232	497553
Times	851951	476876	437153
Times	1958135	478675	434955
cov: 0.016673472494686353	mean: 6351.8	iteration: 9
algorithm 3
Times	9451312	585514	439955
Times	6410913	498634	475992
Times	5503524	490873	436394
Times	2203412	469792	427353
Times	1487903	475515	439395
Times	908230	505076	444195
Times	894906	471675	435953
Times	846548	471237	437836
Times	857467	473351	439395
Times	1816456	473236	435235
Times	1801977	474716	428755
cov: 0.0029300466074093636	mean: 6304.2	iteration: 10
