algorithm 1
Times	7466337	1242862	164679
Times	4940331	1258465	91640
Times	1771936	1230983	83879
Times	1068464	1163307	76598
Times	933946	1204023	69599
Times	955069	1227383	91998
Times	1518178	1091388	64000
Times	951386	1016988	62839
Times	1041904	1034784	62640
Times	860428	1037229	62159
Times	741109	1031829	63840
Times	729710	1025310	85759
Times	736750	1067346	142678
cov: 0.015843412719934565	mean: 1298.6	iteration: 12
algorithm 1
Times	7353137	1270863	165277
Times	5031690	1238067	96879
Times	1691660	1222501	99559
Times	1048829	1198343	72079
Times	891028	1218184	70038
Times	907469	1214218	83960
Times	992267	1139545	66000
Times	964865	1049899	63839
Times	1094705	1089307	65199
Times	890149	1065310	62800
Times	729270	1087667	62559
Times	726869	1069461	88358
Times	745188	1122069	185876
Times	339795	969424	60399
Times	257275	769630	75200
Times	247078	816745	57359
Times	267156	776748	56200
Times	282515	791828	56118
Times	259558	783193	65719
Times	256158	791108	58759
cov: 0.019211324570273004	mean: 989.0	iteration: 19
algorithm 1
Times	7377656	1253503	175836
Times	4767655	1260789	94760
Times	1711539	1189660	72679
Times	1065227	1175985	76478
Times	953590	1183902	70478
Times	993389	1130585	72159
Times	1056308	1108343	78479
Times	1035465	1048786	62360
Times	1071025	1064866	76558
Times	799268	1048783	71518
Times	708390	1014027	60279
Times	739910	1037949	111719
Times	740710	1075184	77559
Times	766151	1073626	118718
Times	336717	763309	55319
Times	237158	777312	55600
Times	245677	767112	56680
Times	246037	786912	56760
Times	262875	805788	56439
Times	256117	795109	56638
cov: 0.019335032688247177	mean: 982.4	iteration: 19
algorithm 1
Times	7426377	1240179	162798
Times	4985769	1243858	93681
Times	1767696	1228580	83278
Times	1098426	1174060	70800
Times	930745	1168864	72799
Times	950189	1175742	93040
Times	1008107	1127544	108158
Times	961466	1065907	61119
Times	1061345	1059225	79440
Times	1144824	1075865	98319
Times	1000548	1073745	77438
Times	741230	1045662	111558
Times	744788	1077984	84239
cov: 0.012748480026677441	mean: 1332.8	iteration: 12
