algorithm 3
Times	4216502	1530702	129398
Times	1957573	1418580	94838
Times	1299862	1407300	102919
Times	1305023	1430981	94038
Times	1365661	1449384	100839
Times	1340103	1555901	133399
Times	1211543	1350985	116519
Times	1044185	1265625	120917
Times	1061585	1103783	92319
Times	1071625	1117548	92839
Times	1053305	1177223	112998
Times	1039746	1101305	111198
Times	1099984	937754	91518
Times	1241142	998385	113358
Times	764109	998867	106678
Times	685350	1039467	135838
Times	411714	1185186	124198
Times	285315	1514937	108199
Times	287715	1341343	104958
Times	221237	1226706	96078
Times	259756	1225981	104238
Times	248997	608751	95399
Times	213557	340675	97079
Times	224797	333714	91079
Times	217079	332315	90479
Times	215437	333597	91438
Times	226156	347396	89479
cov: 0.018924846785158853	mean: 1124.4	iteration: 26
algorithm 3
Times	3618151	1477302	126798
Times	2572046	1419621	99239
Times	1258181	1406665	94199
Times	1259344	1440143	94598
Times	1338461	1461460	109318
Times	1289142	1521619	122118
Times	1106545	1331704	122518
Times	952148	1268180	102359
Times	1008667	1116671	98759
Times	1008706	1090025	93920
Times	973586	1143418	119598
Times	1077185	993669	115838
Times	1032906	966586	93679
Times	1195905	1001825	106598
Times	737590	962788	93559
Times	733788	1020831	114758
Times	645433	1271132	123039
Times	374515	1420662	106998
Times	322555	1612456	112838
Times	278836	1229069	103999
Times	255436	1204544	100999
Times	262036	584030	95400
Times	234116	329398	90479
Times	218397	328557	91560
Times	218156	330194	91119
Times	222757	341435	91918
Times	217676	329037	93798
cov: 0.016676576390846864	mean: 1105.2	iteration: 26
algorithm 3
Times	4181542	1547775	159197
Times	2020413	1417019	99078
Times	1318023	1438983	91078
Times	1305462	1449501	98399
Times	1407820	1483863	126797
Times	1433181	1600498	173637
Times	1170345	1269744	92999
Times	1031388	1333461	130518
Times	1079745	1129508	94518
Times	1035304	1108028	98678
Times	1017105	1127185	93559
Times	1144104	947029	91998
Times	1012866	961110	91639
Times	1227225	1473702	120598
Times	830950	996268	100958
Times	711069	1046904	136678
Times	400355	1235980	124998
Times	283278	1357382	106199
Times	236196	1315423	111120
Times	275436	1242424	100960
Times	271278	1249818	106480
Times	244476	545632	105758
Times	214876	343755	89759
Times	276837	368433	109758
Times	219596	362316	94079
Times	214156	347634	90438
Times	214679	342954	90439
Times	216157	339395	98839
Times	214876	344678	98839
Times	214719	341876	90519
cov: 0.008816787714970246	mean: 1143.8	iteration: 29
algorithm 3
Times	3660111	1514655	140718
Times	2222289	1420869	92719
Times	1237904	1418058	90798
Times	1231783	1463460	97799
Times	1365542	1482097	95319
Times	1325141	1495700	122199
Times	1147985	1429542	114799
Times	983187	1272540	99159
Times	1008065	1103104	93359
Times	984667	1083740	92759
Times	992067	1160308	110598
Times	1086944	1114547	105798
Times	1041827	950071	93799
Times	1145384	1015707	104639
Times	799269	994904	106159
Times	704069	1039506	132678
Times	452354	1211743	151358
Times	332677	1456975	115840
Times	290436	1388180	99198
Times	243516	1272180	91440
Times	240276	552273	92639
Times	216036	335476	90799
Times	223757	347396	90960
Times	221837	334435	99279
Times	221159	342394	90959
Times	213237	346116	93798
cov: 0.01738167494568395	mean: 1136.6	iteration: 25
