algorithm 1
Times	6353912	63039	119198
Times	4920214	62040	115279
Times	3718190	52118	59760
Times	2810882	53239	94319
Times	1039666	49198	68400
Times	862748	58639	59599
Times	869548	49639	59759
Times	886347	49919	59119
Times	881148	49879	59679
Times	1025866	52599	63080
Times	840590	55240	71159
Times	792310	51680	60959
Times	646072	51360	60639
Times	617552	51760	61800
Times	641071	50919	62918
Times	612512	51360	59800
cov: 0.006471418696924325	mean: 1468.4	iteration: 15
algorithm 1
Times	6368917	64039	122800
Times	5255167	77238	119398
Times	3506551	51760	61360
Times	2742042	53440	65517
Times	2819963	54560	72679
Times	1117826	49760	59920
Times	879388	50040	60278
Times	884108	50320	60519
Times	902630	50400	60200
Times	1006587	52599	71841
Times	823070	52279	62597
Times	808989	53479	64639
Times	683552	51798	60959
Times	661912	57319	63719
Times	638592	52319	61517
Times	663871	51839	62759
Times	629792	61480	62240
Times	624350	51598	63838
Times	643910	55320	63880
Times	628713	57519	62520
Times	337797	52600	73959
Times	234636	51759	57279
Times	228118	50879	58000
Times	241193	53399	54599
Times	231153	65279	55199
Times	222159	50879	54719
Times	231118	51199	54559
Times	228634	51118	55760
Times	222758	51240	55319
Times	236077	51039	55440
cov: 0.0028909172412949135	mean: 1459.4	iteration: 29
algorithm 1
Times	6264439	63158	118678
Times	5479168	53200	123599
Times	3419874	60081	59600
Times	2771440	52000	69560
Times	2785925	51998	60880
Times	1067984	48880	59559
Times	883070	49560	59799
Times	889549	49959	59279
Times	896747	49920	59279
Times	947989	50879	59799
Times	779950	52760	60999
Times	729752	51920	60960
Times	629270	50518	59918
Times	619710	50840	60599
cov: 0.018191819673987725	mean: 1467.6	iteration: 13
algorithm 1
Times	6195518	62079	116398
Times	4913093	56397	111158
Times	3527390	60520	59720
Times	2918924	54600	65160
Times	2928682	51960	60518
Times	1131429	49400	58559
Times	890389	49800	59840
Times	892507	50118	59039
Times	859387	50240	59559
Times	926708	50320	60360
Times	826070	50640	60400
Times	782071	52359	60680
Times	632992	50400	60080
cov: 0.017348305879872496	mean: 1450.6	iteration: 12
