algorithm 1
Times	13555859	34920	80958
Times	14219130	23359	70719
Times	3785989	24600	53720
Times	3052999	22040	64079
Times	2935483	22200	53279
Times	2721245	22200	84398
Times	2704044	22600	53760
Times	2430646	22640	42239
cov: 0.011877569505041655	mean: 1488.8	iteration: 7
algorithm 1
Times	13579860	36240	81639
Times	14416486	22999	71519
Times	3856428	22719	57599
Times	3048118	23400	53919
Times	2917202	23959	58239
Times	2938599	23320	75599
Times	2817043	22800	56920
Times	2493009	24160	44000
Times	2047934	24680	54560
Times	1675418	24120	25319
Times	1332781	22479	24280
Times	1342543	22719	23919
Times	1341462	22440	23560
Times	1387981	22920	24840
Times	1349743	22920	24319
cov: 0.010266138899162969	mean: 1512.8	iteration: 14
algorithm 1
Times	14356529	34919	81320
Times	14796683	24159	73479
Times	3829111	23800	56478
Times	3116640	22600	54879
Times	3012362	22760	57639
Times	2970802	22480	80559
Times	2748804	23559	57839
Times	2561085	23279	42640
Times	2538367	23680	51480
Times	1753857	23439	47280
Times	1672538	22719	25240
cov: 0.01607717041800643	mean: 1555.0	iteration: 10
algorithm 3
Times	3960787	106038	102799
Times	1479740	84559	119878
Times	1991573	69279	88319
Times	1242704	72999	103918
Times	1310865	74519	88039
Times	1319183	72720	90999
Times	1303023	69799	87438
Times	1284383	69998	87398
Times	1289344	69200	87679
Times	1285624	68958	89359
Times	1269822	69118	87519
cov: 0.0065664346524318615	mean: 4627.2	iteration: 10
algorithm 3
Times	3407395	105240	100998
Times	1527660	95880	101719
Times	2084772	68680	86318
Times	1292945	68679	86639
Times	1271463	83958	88119
Times	1255422	70199	86399
Times	1265703	70480	88119
Times	1261544	69560	96479
Times	1294103	70599	87359
Times	1254302	79320	86998
Times	1250663	68880	87559
Times	1330822	112918	100198
Times	1223182	63319	87039
Times	1103585	66760	90199
Times	935348	66439	90159
Times	708031	64240	86559
Times	597230	76600	88119
Times	657751	105559	103398
Times	335596	64120	87479
Times	347515	63280	87799
Times	311837	62199	86198
Times	205277	62480	86919
Times	209397	62759	87119
cov: 0.012025813914235158	mean: 4197.2	iteration: 22
algorithm 3
Times	3400676	105119	102998
Times	1390701	80241	102279
Times	1286580	69358	87758
Times	1270944	70159	87799
Times	1898374	87679	89159
Times	1285062	69959	87519
Times	1304784	70239	88678
Times	1359143	70319	88519
Times	1345701	70798	87639
Times	1302663	74160	89039
Times	1279383	72359	91398
Times	1317101	94398	110558
Times	1244184	64399	96119
Times	1155584	79319	92598
Times	664150	70119	97839
Times	475154	72159	92959
Times	340115	66519	92118
Times	332354	74078	89639
Times	293557	63320	87198
Times	224197	63480	88319
Times	218517	64640	87079
Times	209557	63960	88559
Times	209918	63717	94598
cov: 0.008095404044874245	mean: 4254.6	iteration: 22
algorithm 3
Times	3373635	104680	105359
Times	1384662	78600	103799
Times	2018772	69878	89758
Times	1263662	70038	91599
Times	1285944	74039	90159
Times	1277022	69599	91278
Times	1257021	69200	89599
Times	1244582	80798	90398
Times	1353981	69559	90518
Times	1256704	69559	90358
Times	1258584	68759	89439
Times	1309863	91800	118519
Times	1227704	64520	90799
Times	1177503	73600	96198
Times	934909	68998	102399
Times	867028	67078	111438
Times	652912	68600	93639
Times	481713	69159	99919
Times	398396	63319	91758
Times	368874	62680	90239
Times	393634	71997	91958
Times	216917	61958	89719
Times	223117	62799	90359
Times	226477	62400	89718
Times	237398	62356	90239
Times	217358	62758	89359
cov: 0.005454705284716247	mean: 4163.2	iteration: 25
algorithm 1
Times	2686365	32960	74120
