algorithm 1
Times	38893551	1132749	184156
Times	11102529	1113032	92158
Times	6309514	1157864	100598
Times	4409661	1058064	52359
Times	4052463	1092308	54359
Times	4149786	1104422	73439
Times	2597525	1511497	59758
Times	1579858	993584	51719
Times	1556898	953675	51679
Times	1569939	972671	59840
Times	1556057	970670	52080
Times	1593738	986666	52799
Times	1572377	988303	50760
cov: 0.014361972840536806	mean: 1217.6	iteration: 12
algorithm 1
Times	39161147	1118541	189079
Times	45250785	1112030	97718
Times	4369421	1104986	70559
Times	4142584	1061541	50039
Times	4098462	1102345	59160
Times	4324583	1154462	75760
Times	2346926	1044186	70359
Times	1577777	1006419	59519
Times	1562500	1057745	59079
Times	1605137	993789	72800
Times	1554778	1052506	87319
Times	1590818	1002310	77719
Times	1561099	992748	59119
Times	1582900	974987	58319
Times	1561578	792351	67600
Times	1578256	763747	68839
Times	1777335	797069	89319
Times	1568057	758902	60160
Times	1591339	759267	51119
Times	1609340	798030	119798
Times	1569937	760713	50959
Times	1610697	1497861	89718
Times	1968374	766708	51519
Times	1580941	795912	72079
Times	1569897	774190	71039
Times	1564220	767665	72838
Times	1574698	805588	64760
Times	1564858	788430	48119
cov: 0.019602495517543804	mean: 982.2	iteration: 27
algorithm 1
Times	37562691	1124906	190557
Times	11424647	1138103	107919
Times	5713522	1132747	76200
Times	4075025	1079029	64078
Times	4202142	1107065	62278
Times	18759146	1158147	79119
Times	1577537	1133939	112038
Times	1614815	1110470	71040
Times	1549378	990425	56040
Times	1573578	1025710	62319
Times	1556458	977304	49798
Times	1543219	981947	49600
Times	1572256	1008350	66399
Times	1587657	1050223	73239
Times	1710176	803829	86518
Times	1546980	768789	60080
Times	1604019	797747	76439
Times	1556340	760792	52079
Times	1595380	806710	84479
Times	1563860	838509	63479
Times	1777495	818027	69598
Times	1565380	835351	57919
Times	1582379	794024	85120
Times	1552298	787030	75039
Times	1550219	763230	47800
Times	1573499	773705	48919
Times	1594736	774590	54680
cov: 0.015271356115175891	mean: 972.8	iteration: 26
algorithm 1
Times	38896472	1143829	187357
Times	12100114	1139734	112239
Times	6294516	1119184	92119
Times	4766858	1129901	62159
Times	4109064	1129226	65159
Times	4858094	1147304	73198
Times	1999574	1125626	64081
Times	1572459	1072382	58520
Times	1961573	1023347	62400
Times	1957693	1045263	58280
Times	1565377	1003985	56199
Times	1583937	1032668	55279
Times	1571859	1042225	55560
cov: 0.016238066863754327	mean: 1286.2	iteration: 12
