algorithm 1
Times	35333164	117037	175558
Times	8306491	98397	156517
Times	4205143	100679	137840
Times	3912744	100920	141959
Times	3894990	101519	139237
Times	2658923	104839	119400
Times	2193811	100759	115239
Times	2201329	101719	118000
Times	2184290	108439	116599
Times	2248449	103640	121400
Times	2017370	101518	115959
Times	1999650	101759	116957
Times	2084689	105239	124519
Times	1998373	102799	118399
cov: 0.014735221172268746	mean: 1470.8	iteration: 13
algorithm 1
Times	35114606	115159	166118
Times	8871519	100480	149197
Times	4290623	97838	143718
Times	3871745	97800	148680
Times	2784641	99958	115997
Times	2213173	100399	115318
Times	2211613	98677	114679
Times	2204527	101557	120080
Times	2208846	98640	114678
cov: 0.01224271153631357	mean: 1425.8	iteration: 8
algorithm 1
Times	35105806	118560	167196
Times	8357168	102356	148237
Times	4210781	103678	140398
Times	3916507	109399	151638
Times	3930631	103237	142039
Times	2877080	110519	117118
Times	2286766	105560	116678
Times	2216129	106038	123879
Times	2210851	102958	115839
Times	2253892	104199	120079
Times	2006214	102799	116957
cov: 0.014190147787986412	mean: 1489.6	iteration: 10
algorithm 1
Times	34873093	122877	167198
Times	8634121	105077	149238
Times	4301542	102119	144919
Times	3907468	103600	153639
Times	2699122	104080	120759
Times	2194412	104640	117559
Times	2201771	103279	116838
Times	2192248	107599	122958
Times	2187249	109400	117039
Times	2227813	103598	133520
Times	2035850	109120	118879
Times	2019570	102679	131238
Times	2061413	110959	129078
Times	2036533	100919	119478
Times	2160051	108800	121076
Times	1978097	108554	122839
Times	1666861	101999	113800
Times	1095144	100638	109158
Times	1082223	101439	108680
Times	1080990	107959	108478
Times	1086628	100838	107878
Times	1117103	110918	109518
Times	1094903	107639	114039
Times	1091022	107399	128959
Times	1071142	96597	92599
Times	1070984	100398	106599
Times	1096183	95200	92599
Times	1072469	95958	123077
Times	1080226	96159	95959
Times	1073303	96199	95479
cov: 0.02451447479094193	mean: 1510.8	iteration: 8
